Time,Zeroed
1719.4,149.352
1719.6,160.2
1719.8,158
1720,163.9
1720.2,156.3
1720.4,149.2
1720.6,156.952
1720.8,159.5
1721,138.8
1721.2,164.7
1721.4,160.2
1721.6,140.1
1721.8,164.152
1722,149.652
1722.2,156.152
1722.4,157.6
1722.6,158.552
1722.8,135.8
1723,153.548
1723.2,143.948
1723.4,161.9
1723.6,159
1723.8,145.352
1724,164.852
1724.2,162.152
1724.4,164.6
1724.6,156.748
1724.8,159.9
1725,165.7
1725.2,152.052
1725.4,153.1
1725.6,158.4
1725.8,157.6
1726,164.6
1726.2,154
1726.4,140.648
1726.6,160
1726.8,160.9
1727,144.6
1727.2,163.848
1727.4,139.5
1727.6,162.248
1727.8,154.748
1728,140.452
1728.2,160.4
1728.4,155.2
1728.6,146.7
1728.8,159.9
1729,158.6
1729.2,162.452
1729.4,149.8
1729.6,146.4
1729.8,157.8
1730,162.2
1730.2,138.5
1730.4,163.2
1730.6,160.1
1730.8,160.852
1731,159.752
1731.2,151.448
1731.4,154.552
1731.6,163.3
1731.8,146.648
1732,165.5
1732.2,142.152
1732.4,163
1732.6,162.5
1732.8,158.6
1733,152.952
1733.2,169.4
1733.4,146.9
1733.6,170.3
1733.8,164.052
1734,146.952
1734.2,111.948
1734.4,58.501
1734.6,32.15
1734.8,13.75
1735,10.85
1735.2,6.95
1735.4,4.85
1735.6,2.45
1735.8,1.3
1736,0.7
1736.2,0.35
1736.4,0.2
1736.6,0.35
1736.8,-0.15
1737,0
1737.2,-0.05
1737.4,0
1737.6,-0.35
1737.8,-0.5
1738,0.05
1738.2,-0.15
1738.4,0.05
1738.6,-0.2
1738.8,-0.15
1739,-0.3
1739.2,0
1739.4,-0.45
1739.6,-0.35
1739.8,-0.15
1740,-0.15
1740.2,0
1740.4,-0.2
1740.6,-0.05
1740.8,-0.1
1741,0
1741.2,0.05
1741.4,0.35
1741.6,1.15
1741.8,0.65
1742,0.35
1742.2,0.45
1742.4,2.55
1742.6,0.75
1742.8,0.2
1743,0.05
1743.2,-0.4
1743.4,-0.35
1743.6,-0.1
1743.8,0.2
1744,-0.1
1744.2,-0.2
1744.4,-0.5
1744.6,0.15
1744.8,-0.15
1745,39.1
1745.2,147.352
1745.4,170.2
1745.6,150.348
1745.8,167.8
1746,138.952
1746.2,165.7
1746.4,152.8
1746.6,140.2
1746.8,159.8
1747,149.148
1747.2,163.652
1747.4,164.2
1747.6,162.9
1747.8,165.3
1748,161.7
1748.2,175.4
1748.4,164.4
1748.6,145.252
1748.8,168.052
1749,95.45
1749.2,41.1
1749.4,17.1
1749.6,12.8
1749.8,6.45
1750,4.55
1750.2,2.05
1750.4,1.25
1750.6,0.5
1750.8,0.2
1751,52.2
1751.2,5.5
1751.4,1.45
1751.6,0.6
1751.8,0.15
1752,-0.35
1752.2,-0.35
1752.4,-0.45
1752.6,-0.45
1752.8,-0.4
1753,-0.25
1753.2,-0.5
1753.4,-0.4
1753.6,-0.4
1753.8,-0.35
1754,-0.45
1754.2,-0.55
1754.4,-0.3
1754.6,-0.55
1754.8,-0.25
1755,-0.55
1755.2,-0.55
1755.4,-0.35
1755.6,-0.4
1755.8,-0.4
1756,-0.45
1756.2,-0.45
1756.4,-0.5
1756.6,-0.3
1756.8,-0.35
1757,-0.5
1757.2,-0.55
1757.4,-0.55
1757.6,-0.45
1757.8,-0.55
1758,-0.2
1758.2,-0.55
1758.4,-0.45
1758.6,-0.45
1758.8,-0.6
1759,-0.45
1759.2,-0.4
1759.4,-0.25
1759.6,-0.45
1759.8,-0.4
1760,-0.4
1760.2,-0.6
1760.4,-0.6
1760.6,-0.4
1760.8,-0.45
1761,-0.4
1761.2,-0.6
1761.4,-0.45
1761.6,-0.35
1761.8,-0.5
1762,-0.45
1762.2,-0.4
1762.4,-0.4
1762.6,-0.3
1762.8,-0.35
1763,-0.2
1763.2,-0.3
1763.4,-0.35
1763.6,-0.3
1763.8,-0.25
1764,-0.4
1764.2,-0.35
1764.4,-0.3
1764.6,-0.45
1764.8,-0.2
1765,-0.35
1765.2,-0.2
1765.4,-0.3
1765.6,-0.35
1765.8,-0.3
1766,-0.25
1766.2,-0.35
1766.4,-0.5
1766.6,-0.4
1766.8,-0.25
1767,-0.5
1767.2,-0.45
1767.4,-0.2
1767.6,-0.5
1767.8,-0.35
1768,-0.3
1768.2,-0.2
1768.4,-0.2
1768.6,-0.35
1768.8,-0.25
1769,-0.4
1769.2,-0.4
1769.4,-0.3
1769.6,-0.35
1769.8,-0.55
1770,-0.3
1770.2,-0.25
1770.4,-0.4
1770.6,-0.5
1770.8,-0.3
1771,-0.5
1771.2,-0.4
1771.4,-0.3
1771.6,-0.25
1771.8,-0.5
1772,-0.4
1772.2,-0.25
1772.4,-0.25
1772.6,-0.3
1772.8,-0.3
1773,-0.3
1773.2,-0.3
1773.4,-0.4
1773.6,-0.45
1773.8,-0.3
1774,-0.15
1774.2,-0.3
1774.4,-0.35
1774.6,-0.35
1774.8,-0.05
1775,-0.4
1775.2,-0.35
1775.4,-0.45
1775.6,-0.6
1775.8,-0.5
1776,-0.15
1776.2,-0.45
1776.4,-0.3
1776.6,-0.15
1776.8,-0.25
1777,-0.25
1777.2,-0.1
1777.4,-0.3
1777.6,-0.35
1777.8,-0.15
1778,-0.5
1778.2,-0.5
1778.4,-0.4
1778.6,-0.4
1778.8,-0.5
1779,-0.35
1779.2,-0.35
1779.4,-0.4
1779.6,-0.2
1779.8,-0.3
1780,-0.35
1780.2,-0.2
1780.4,-0.4
1780.6,-0.35
1780.8,-0.05
1781,-0.4
1781.2,-0.3
1781.4,-0.5
1781.6,-0.3
1781.8,-0.2
1782,-0.3
1782.2,-0.45
1782.4,-0.45
1782.6,-0.25
1782.8,-0.15
1783,-0.45
1783.2,-0.35
1783.4,-0.35
1783.6,-0.3
1783.8,-0.2
1784,-0.35
1784.2,-0.3
1784.4,-0.45
1784.6,-0.35
1784.8,-0.25
1785,-0.5
1785.2,-0.65
1785.4,-0.25
1785.6,-0.25
1785.8,-0.4
1786,-0.3
1786.2,-0.55
1786.4,-0.4
1786.6,-0.3
1786.8,-0.6
1787,-0.2
1787.2,-0.35
1787.4,-0.3
1787.6,-0.3
1787.8,-0.25
1788,-0.55
1788.2,-0.35
1788.4,-0.15
1788.6,-0.55
1788.8,-0.2
1789,-0.25
1789.2,-0.3
1789.4,-0.35
1789.6,-0.3
1789.8,-0.2
1790,-0.25
1790.2,-0.4
1790.4,-0.4
1790.6,-0.25
1790.8,-0.25
1791,-0.35
1791.2,-0.35
1791.4,-0.3
1791.6,-0.5
1791.8,-0.4
1792,-0.1
1792.2,-0.5
1792.4,-0.25
1792.6,-0.35
1792.8,-0.25
1793,-0.45
1793.2,-0.4
1793.4,-0.2
1793.6,-0.15
1793.8,-0.45
1794,-0.25
1794.2,-0.2
1794.4,-0.25
1794.6,-0.15
1794.8,-0.25
1795,-0.4
1795.2,-0.35
1795.4,-0.3
1795.6,-0.15
1795.8,-0.4
1796,-0.05
1796.2,-0.3
1796.4,-0.35
1796.6,-0.55
1796.8,-0.2
1797,-0.35
1797.2,-0.4
1797.4,-0.35
1797.6,-0.45
1797.8,-0.45
1798,-0.5
1798.2,-0.3
1798.4,-0.4
1798.6,-0.4
1798.8,-0.3
1799,-0.45
1799.2,-0.45
1799.4,-0.2
1799.6,-0.2
1799.8,-0.25
1800,-0.1
1800.2,-0.5
1800.4,-0.25
1800.6,-0.15
1800.8,-0.5
1801,-0.3
1801.2,-0.4
1801.4,-0.5
1801.6,-0.2
1801.8,-0.4
1802,-0.35
1802.2,-0.15
1802.4,-0.4
1802.6,-0.35
1802.8,-0.45
1803,-0.45
1803.2,-0.1
1803.4,-0.3
1803.6,-0.35
1803.8,-0.5
1804,-0.55
1804.2,-0.5
1804.4,-0.3
1804.6,-0.4
1804.8,-0.25
1805,-0.55
1805.2,-0.05
1805.4,-0.35
1805.6,-0.3
1805.8,-0.55
1806,-0.2
1806.2,-0.6
1806.4,-0.3
1806.6,-0.45
1806.8,-0.3
1807,-0.4
1807.2,-0.4
1807.4,-0.15
1807.6,-0.45
1807.8,-0.35
1808,-0.4
1808.2,-0.35
1808.4,-0.2
1808.6,-0.15
1808.8,-0.25
1809,-0.2
1809.2,-0.2
1809.4,-0.25
1809.6,-0.25
1809.8,-0.35
1810,-0.3
1810.2,-0.4
1810.4,-0.3
1810.6,-0.45
1810.8,-0.4
1811,-0.4
1811.2,-0.4
1811.4,-0.25
1811.6,-0.3
1811.8,-0.35
1812,-0.1
1812.2,-0.2
1812.4,-0.45
1812.6,-0.3
1812.8,-0.15
1813,-0.45
1813.2,-0.35
1813.4,-0.25
1813.6,-0.45
1813.8,-0.3
1814,-0.3
1814.2,-0.25
1814.4,-0.3
1814.6,-0.6
1814.8,-0.45
1815,-0.15
1815.2,-0.4
1815.4,-0.45
1815.6,-0.3
1815.8,-0.35
1816,-0.3
1816.2,-0.3
1816.4,-0.25
1816.6,-0.1
1816.8,-0.25
1817,-0.15
1817.2,-0.4
1817.4,-0.3
1817.6,0
1817.8,-0.25
1818,-0.4
1818.2,-0.3
1818.4,-0.3
1818.6,-0.4
1818.8,-0.25
1819,-0.25
1819.2,-0.35
1819.4,-0.2
1819.6,-0.35
1819.8,-0.4
1820,-0.25
1820.2,-0.5
1820.4,-0.25
1820.6,-0.4
1820.8,-0.4
1821,-0.35
1821.2,-0.35
1821.4,-0.3
1821.6,-0.3
1821.8,-0.15
1822,-0.15
1822.2,-0.45
1822.4,-0.4
1822.6,-0.1
1822.8,-0.3
1823,-0.25
1823.2,-0.25
1823.4,-0.25
1823.6,-0.35
1823.8,-0.15
1824,-0.45
1824.2,-0.3
1824.4,-0.4
1824.6,-0.35
1824.8,-0.3
1825,-0.4
1825.2,-0.3
1825.4,-0.4
1825.6,-0.45
1825.8,-0.3
1826,-0.5
1826.2,-0.2
1826.4,-0.1
1826.6,-0.25
1826.8,-0.3
1827,-0.1
1827.2,-0.4
1827.4,-0.3
1827.6,-0.35
1827.8,-0.05
1828,-0.2
1828.2,-0.3
1828.4,-0.35
1828.6,-0.2
1828.8,-0.1
1829,-0.3
1829.2,-0.3
1829.4,-0.35
1829.6,-0.25
1829.8,-0.25
1830,-0.4
1830.2,-0.35
1830.4,-0.25
1830.6,-0.2
1830.8,-0.6
1831,-0.1
1831.2,-0.35
1831.4,-0.45
1831.6,-0.5
1831.8,-0.25
1832,-0.35
1832.2,-0.05
1832.4,-0.2
1832.6,-0.45
1832.8,-0.4
1833,-0.4
1833.2,-0.2
1833.4,-0.25
1833.6,-0.45
1833.8,-0.3
1834,-0.5
1834.2,-0.4
1834.4,-0.3
1834.6,-0.4
1834.8,-0.55
1835,-0.5
1835.2,-0.3
1835.4,-0.35
1835.6,-0.3
1835.8,-0.3
1836,-0.4
1836.2,-0.2
1836.4,-0.4
1836.6,-0.35
1836.8,-0.25
1837,-0.25
1837.2,-0.25
1837.4,-0.2
1837.6,-0.3
1837.8,-0.35
1838,-0.4
1838.2,-0.35
1838.4,-0.3
1838.6,-0.15
1838.8,-0.3
1839,-0.2
1839.2,-0.35
1839.4,-0.5
1839.6,-0.35
1839.8,-0.35
1840,-0.35
1840.2,-0.4
1840.4,-0.2
1840.6,-0.45
1840.8,-7.9
1841,-0.4
1841.2,0.35
1841.4,-0.1
1841.6,0.55
1841.8,8.15
1842,43
1842.2,56
1842.4,58.15
1842.6,47.3
1842.8,52.75
1843,57.05
1843.2,60.75
1843.4,62.85
1843.6,67.55
1843.8,63.701
1844,65.301
1844.2,62.65
1844.4,63.101
1844.6,60.4
1844.8,63.25
1845,60.75
1845.2,59.8
1845.4,58.65
1845.6,42.15
1845.8,33.2
1846,22.5
1846.2,19.1
1846.4,12.2
1846.6,8.75
1846.8,8.9
1847,6.5
1847.2,5.15
1847.4,3.3
1847.6,2
1847.8,1.4
1848,1.15
1848.2,0.85
1848.4,0.85
1848.6,0.45
1848.8,0.7
1849,0.5
1849.2,1.95
1849.4,1.1
1849.6,4.55
1849.8,0.95
1850,0.2
1850.2,0.15
1850.4,0.1
1850.6,-0.05
1850.8,0.05
1851,-0.65
1851.2,-0.2
1851.4,-0.15
1851.6,-0.45
1851.8,-0.15
1852,-0.25
1852.2,-0.15
1852.4,-0.05
1852.6,0
1852.8,-0.2
1853,-0.05
1853.2,-0.05
1853.4,0.15
1853.6,-0.35
1853.8,-0.05
1854,-0.65
1854.2,-0.25
1854.4,-0.35
1854.6,-0.25
1854.8,-0.15
1855,-0.05
1855.2,-0.15
1855.4,0
1855.6,-0.25
1855.8,-0.15
1856,-0.25
1856.2,-0.25
1856.4,-0.45
1856.6,-0.2
1856.8,-0.25
1857,-0.4
1857.2,-0.4
1857.4,-0.4
1857.6,-0.35
1857.8,-0.3
1858,-0.25
1858.2,-0.25
1858.4,-0.4
1858.6,-0.45
1858.8,-0.25
1859,-0.2
1859.2,-0.2
1859.4,-0.3
1859.6,-0.35
1859.8,-0.2
1860,-0.35
1860.2,-0.35
1860.4,-0.05
1860.6,-0.3
1860.8,-0.2
1861,-0.1
1861.2,-0.5
1861.4,-0.25
1861.6,-0.45
1861.8,-0.35
1862,-0.35
1862.2,-0.2
1862.4,-0.3
1862.6,-0.25
1862.8,-0.2
1863,-0.3
1863.2,-0.15
1863.4,-0.3
1863.6,-0.05
1863.8,-0.4
1864,-0.65
1864.2,-0.3
1864.4,-0.1
1864.6,-0.2
1864.8,-0.2
1865,0
1865.2,0
1865.4,-0.25
1865.6,0
1865.8,-0.05
1866,-0.2
1866.2,-0.5
1866.4,-0.45
1866.6,-0.4
1866.8,-0.1
1867,-0.3
1867.2,-0.55
1867.4,0.1
1867.6,-0.25
1867.8,-0.25
1868,-0.1
1868.2,-0.25
1868.4,-0.35
1868.6,-0.15
1868.8,-0.1
1869,-0.45
1869.2,-0.15
1869.4,-0.4
1869.6,-0.35
1869.8,-0.1
1870,-0.3
1870.2,-0.35
1870.4,-0.3
1870.6,-0.4
1870.8,-0.3
1871,-0.4
1871.2,-0.2
1871.4,0.05
1871.6,5.5
1871.8,3.5
1872,2.05
1872.2,1.2
1872.4,1.05
1872.6,0.95
1872.8,3.3
1873,61.35
1873.2,143.948
1873.4,166.4
1873.6,194.7
1873.8,161
1874,175.7
1874.2,170.6
1874.4,171.8
1874.6,165.548
1874.8,145.652
1875,150.648
1875.2,167
1875.4,154.852
1875.6,165.6
1875.8,152.052
1876,161.8
1876.2,144.5
1876.4,164.552
1876.6,159.5
1876.8,118.25
1877,40.45
1877.2,21.05
1877.4,16.25
1877.6,4.95
1877.8,2.95
1878,1.15
1878.2,0.9
1878.4,0.4
1878.6,0.4
1878.8,0.2
1879,0.5
1879.2,0.3
1879.4,0.6
1879.6,0.5
1879.8,-0.3
1880,0.35
1880.2,2.55
1880.4,0.4
1880.6,392.904
1880.8,640
1881,546.096
1881.2,560.704
1881.4,548.64
1881.6,550
1881.8,535.6
1882,531.648
1882.2,535.104
1882.4,506.904
1882.6,512.848
1882.8,517.056
1883,521.552
1883.2,515.304
1883.4,530.048
1883.6,156.248
1883.8,57.05
1884,32.6
1884.2,14.9
1884.4,7.7
1884.6,6.75
1884.8,4.6
1885,2.3
1885.2,4.7
1885.4,577.6
1885.6,515.752
1885.8,519.656
1886,510.656
1886.2,522.648
1886.4,517.952
1886.6,515.904
1886.8,527.056
1887,535.456
1887.2,521
1887.4,515.304
1887.6,515.456
1887.8,530.944
1888,521.104
1888.2,401.6
1888.4,97.8
1888.6,38.65
1888.8,18.7
1889,12.95
1889.2,8.4
1889.4,4.45
1889.6,2.5
1889.8,1.55
1890,194.648
1890.2,603.408
1890.4,490.8
1890.6,518.4
1890.8,521.392
1891,528.656
1891.2,547.6
1891.4,547.296
1891.6,543.552
1891.8,539.296
1892,532.8
1892.2,525.648
1892.4,547.952
1892.6,544.704
1892.8,535.6
1893,318.152
1893.2,4.35
1893.4,1.05
1893.6,0.15
1893.8,-0.2
1894,-0.2
1894.2,-0.25
1894.4,-0.4
1894.6,-0.4
1894.8,-0.35
1895,-0.45
1895.2,-0.3
1895.4,-0.5
1895.6,-0.45
1895.8,-0.3
1896,-0.55
1896.2,-0.35
1896.4,-0.25
1896.6,-0.35
1896.8,-0.4
1897,-0.4
1897.2,-0.5
1897.4,-0.25
1897.6,-0.3
1897.8,-0.4
1898,-0.3
1898.2,-0.3
1898.4,-0.5
1898.6,-0.4
1898.8,-0.4
1899,-0.3
1899.2,-0.5
1899.4,-0.25
1899.6,-0.3
1899.8,-0.3
1900,-0.15
1900.2,-0.25
1900.4,-0.3
1900.6,-0.4
1900.8,-0.45
1901,-0.5
1901.2,-0.1
1901.4,-0.35
1901.6,-0.3
1901.8,-0.2
1902,-0.5
1902.2,-0.45
1902.4,-0.2
1902.6,-0.3
1902.8,-0.3
1903,-0.25
1903.2,-0.35
1903.4,-0.05
1903.6,-0.05
1903.8,-0.3
1904,-0.3
1904.2,-0.3
1904.4,-0.35
1904.6,-0.25
1904.8,-0.3
1905,-0.25
1905.2,-0.4
1905.4,-0.2
1905.6,-0.1
1905.8,-0.5
1906,-0.35
1906.2,-0.3
1906.4,-0.35
1906.6,-0.3
1906.8,-0.3
1907,-0.25
1907.2,-0.2
1907.4,-0.25
1907.6,-0.4
1907.8,-0.15
1908,-0.25
1908.2,0
1908.4,-0.35
1908.6,-0.5
1908.8,-0.35
1909,-0.15
1909.2,-0.25
1909.4,-0.2
1909.6,-0.3
1909.8,-0.2
1910,-0.35
1910.2,-0.25
1910.4,-0.4
1910.6,-0.4
1910.8,-0.15
1911,-0.1
1911.2,-0.45
1911.4,-0.2
1911.6,-0.35
1911.8,-0.25
1912,-0.5
1912.2,-0.2
1912.4,-0.4
1912.6,-0.15
1912.8,-0.3
1913,-0.4
1913.2,-0.15
1913.4,-0.2
1913.6,-0.35
1913.8,-0.25
1914,-0.2
1914.2,-0.3
1914.4,-0.25
1914.6,-0.55
1914.8,-0.3
1915,-0.35
1915.2,-0.3
1915.4,-0.4
1915.6,-0.1
1915.8,-0.05
1916,-0.15
1916.2,-0.35
1916.4,-0.25
1916.6,-0.3
1916.8,-0.2
1917,-0.25
1917.2,-0.4
1917.4,-0.25
1917.6,-0.25
1917.8,-0.35
1918,-0.3
1918.2,-0.3
1918.4,-0.4
1918.6,-0.45
1918.8,-0.4
1919,-0.2
1919.2,-0.05
1919.4,-0.15
1919.6,-0.05
1919.8,-0.35
1920,-0.2
1920.2,-0.3
1920.4,-0.2
1920.6,-0.4
1920.8,-0.35
1921,0
1921.2,-0.3
1921.4,-0.4
1921.6,-0.1
1921.8,-0.2
1922,-0.3
1922.2,-0.35
1922.4,-0.35
1922.6,-0.3
1922.8,-0.3
1923,-0.35
1923.2,-0.45
1923.4,-0.4
1923.6,-0.35
1923.8,-0.2
1924,-0.45
1924.2,0
1924.4,-0.2
1924.6,-0.35
1924.8,-0.2
1925,-0.25
1925.2,-0.35
1925.4,-0.3
1925.6,-0.2
1925.8,-0.15
1926,-0.05
1926.2,-0.25
1926.4,-0.65
1926.6,-0.15
1926.8,-0.25
1927,-0.25
1927.2,-0.05
1927.4,-0.4
1927.6,-0.25
1927.8,-0.2
1928,-0.35
1928.2,-0.35
1928.4,-0.05
1928.6,-0.2
1928.8,-0.1
1929,-0.3
1929.2,-0.05
1929.4,-0.3
1929.6,-0.35
1929.8,-0.2
1930,-0.2
1930.2,-0.3
1930.4,-0.15
1930.6,-0.3
1930.8,-0.45
1931,-0.25
1931.2,-0.4
1931.4,-0.2
1931.6,-0.2
1931.8,-0.2
1932,-0.25
1932.2,-0.35
1932.4,-0.2
1932.6,-0.3
1932.8,-0.05
1933,-0.45
1933.2,-0.1
1933.4,-0.3
1933.6,-0.5
1933.8,-0.2
1934,-0.2
1934.2,-0.3
1934.4,-0.05
1934.6,-0.25
1934.8,-0.3
1935,-0.35
1935.2,-0.2
1935.4,-0.25
1935.6,-0.25
1935.8,-0.15
1936,-0.45
1936.2,-0.3
1936.4,-0.25
1936.6,-0.15
1936.8,-0.1
1937,-0.25
1937.2,-0.25
1937.4,0.05
1937.6,-0.3
1937.8,-0.3
1938,-0.2
1938.2,-0.2
1938.4,-0.25
1938.6,-0.4
1938.8,-0.3
1939,-0.1
1939.2,-0.15
1939.4,-0.2
1939.6,-0.45
1939.8,-0.25
1940,-0.45
1940.2,-0.45
1940.4,-0.25
1940.6,-0.25
1940.8,-0.2
1941,-0.25
1941.2,-0.15
1941.4,-0.1
1941.6,-0.25
1941.8,-0.2
1942,-0.1
1942.2,-0.15
1942.4,-0.25
1942.6,-0.35
1942.8,-0.35
1943,-0.3
1943.2,-0.3
1943.4,-0.45
1943.6,-0.15
1943.8,-0.3
1944,-0.4
1944.2,-0.25
1944.4,-0.55
1944.6,-0.3
1944.8,-0.25
1945,-0.3
1945.2,-0.45
1945.4,-0.25
1945.6,-0.25
1945.8,-0.3
1946,-0.2
1946.2,-0.1
1946.4,-0.35
1946.6,-0.15
1946.8,-0.2
1947,-0.45
1947.2,-0.45
1947.4,-0.35
1947.6,-0.5
1947.8,-0.55
1948,-0.2
1948.2,-0.25
1948.4,-0.15
1948.6,-0.4
1948.8,-0.25
1949,-0.25
1949.2,-0.15
1949.4,-0.3
1949.6,-0.1
1949.8,-0.25
1950,-0.2
1950.2,-0.45
1950.4,-0.15
1950.6,-0.15
1950.8,-0.25
1951,-0.4
1951.2,-0.5
1951.4,-0.35
1951.6,-0.25
1951.8,-0.2
1952,-0.25
1952.2,-0.3
1952.4,-0.4
1952.6,-0.1
1952.8,-0.3
1953,-0.4
1953.2,-0.2
1953.4,-0.3
1953.6,-0.45
1953.8,-0.3
1954,-0.35
1954.2,-0.55
1954.4,-0.3
1954.6,-0.3
1954.8,0
1955,-0.15
1955.2,-0.35
1955.4,-0.45
1955.6,-0.25
1955.8,-0.25
1956,-0.5
1956.2,-0.2
1956.4,-0.3
1956.6,-0.1
1956.8,-0.3
1957,-0.15
1957.2,-0.15
1957.4,-0.1
1957.6,-0.2
1957.8,-0.1
1958,-0.2
1958.2,-0.25
1958.4,-0.25
1958.6,-0.1
1958.8,-0.2
1959,-0.2
1959.2,-0.25
1959.4,-0.25
1959.6,-0.4
1959.8,-0.3
1960,-0.55
1960.2,-0.3
1960.4,-0.3
1960.6,-0.05
1960.8,-0.3
1961,-0.15
1961.2,-0.1
1961.4,-0.3
1961.6,-0.2
1961.8,-0.25
1962,-0.25
1962.2,-0.25
1962.4,-0.05
1962.6,-0.35
1962.8,-0.45
1963,-0.25
1963.2,-0.3
1963.4,-0.15
1963.6,-0.25
1963.8,-0.35
1964,-0.3
1964.2,-0.2
1964.4,-0.3
1964.6,-0.25
1964.8,-0.25
1965,-0.2
1965.2,-0.35
1965.4,-0.2
1965.6,-0.2
1965.8,-0.55
1966,-0.4
1966.2,-0.2
1966.4,-0.3
1966.6,-0.2
1966.8,-0.25
1967,-0.15
1967.2,-0.35
1967.4,-0.1
1967.6,-0.15
1967.8,-0.15
1968,-0.1
1968.2,-0.25
1968.4,-0.1
1968.6,-0.15
1968.8,-0.25
1969,-0.3
1969.2,-0.4
1969.4,-0.2
1969.6,-0.25
1969.8,-0.3
1970,-0.15
1970.2,-0.3
1970.4,-0.25
1970.6,-0.1
1970.8,-0.3
1971,-0.3
1971.2,-0.25
1971.4,-0.1
1971.6,-0.35
1971.8,-0.15
1972,-0.3
1972.2,-0.2
1972.4,-0.3
1972.6,-0.25
1972.8,-0.3
1973,-0.3
1973.2,-0.3
1973.4,-0.25
1973.6,-0.3
1973.8,-0.15
1974,-0.05
1974.2,-0.25
1974.4,-0.25
1974.6,-0.35
1974.8,-0.05
1975,-0.3
1975.2,-0.1
1975.4,-0.1
1975.6,-0.25
1975.8,-0.25
1976,-0.2
1976.2,-0.2
1976.4,-0.5
1976.6,-0.15
1976.8,-0.4
1977,-0.1
1977.2,-0.2
1977.4,-0.35
1977.6,-0.35
1977.8,-0.15
1978,-0.2
1978.2,-0.35
1978.4,-0.3
1978.6,-0.35
1978.8,-0.4
1979,-0.2
1979.2,-0.4
1979.4,-0.15
1979.6,-0.3
1979.8,-0.15
1980,-0.1
1980.2,-0.35
1980.4,-0.25
1980.6,-0.55
1980.8,0.05
1981,0.05
1981.2,-0.4
1981.4,-0.35
1981.6,-0.15
1981.8,-0.25
1982,-0.2
1982.2,-0.25
1982.4,-0.4
1982.6,-0.45
1982.8,-0.4
1983,218.452
1983.2,32.1
1983.4,18.55
1983.6,12.6
1983.8,22.6
1984,99.95
1984.2,137.048
1984.4,158.3
1984.6,162.348
1984.8,165.448
1985,156.3
1985.2,142.2
1985.4,158.852
1985.6,143.1
1985.8,159.252
1986,158.852
1986.2,150.452
1986.4,163.652
1986.6,161.752
1986.8,164.6
1987,162.5
1987.2,165.352
1987.4,161
1987.6,140.1
1987.8,162.6
1988,160.3
1988.2,154.152
1988.4,158.9
1988.6,158.748
1988.8,144.248
1989,159.7
1989.2,137.848
1989.4,163.8
1989.6,161.2
1989.8,145.148
1990,172.152
1990.2,142.1
1990.4,167.7
1990.6,161.1
1990.8,160.8
1991,167.9
1991.2,145.6
1991.4,151.352
1991.6,150.052
1991.8,157.848
1992,139.848
1992.2,156.852
1992.4,138.748
1992.6,124
1992.8,175.848
1993,164.3
1993.2,128.4
1993.4,150.552
1993.6,180.152
1993.8,162.6
1994,143.148
1994.2,130
1994.4,159.352
1994.6,157
1994.8,161.8
1995,144.1
1995.2,126.452
1995.4,151.7
1995.6,154.2
1995.8,156.852
1996,126.95
1996.2,133.752
1996.4,177.848
1996.6,159.252
1996.8,160
1997,133.4
1997.2,163.048
1997.4,173.2
1997.6,163.352
1997.8,135.9
1998,134.952
1998.2,171.948
1998.4,175.048
1998.6,152.052
1998.8,159.752
1999,126.9
1999.2,155.9
1999.4,153.252
1999.6,160.452
1999.8,151.548
2000,128.1
2000.2,162.2
2000.4,158
2000.6,166
2000.8,154.348
2001,180
2001.2,177.948
2001.4,161
2001.6,163
2001.8,160.952
2002,179.948
2002.2,167.148
2002.4,157.548
2002.6,165.448
2002.8,147.652
2003,182.2
2003.2,171.148
2003.4,168.748
2003.6,168.852
2003.8,74.6
2004,48.6
2004.2,23.95
2004.4,18.75
2004.6,10.1
2004.8,8.2
2005,3.45
2005.2,1.55
2005.4,1
2005.6,0.4
2005.8,0.5
2006,0.2
2006.2,0
2006.4,-0.05
2006.6,-0.3
2006.8,-0.35
2007,-0.1
2007.2,-0.35
2007.4,-0.25
2007.6,-0.3
2007.8,-0.15
2008,-0.35
2008.2,0.1
2008.4,-0.3
2008.6,-0.25
2008.8,-0.3
2009,-0.25
2009.2,-0.4
2009.4,-0.4
2009.6,-0.4
2009.8,-0.4
2010,-0.5
2010.2,-0.5
2010.4,-0.4
2010.6,-0.5
2010.8,-0.35
2011,-0.25
2011.2,-0.45
2011.4,-0.35
2011.6,0.1
2011.8,-0.4
2012,-0.1
2012.2,-0.05
2012.4,-0.1
2012.6,-0.25
2012.8,-0.25
2013,-0.35
2013.2,-0.4
2013.4,-0.45
2013.6,-0.2
2013.8,-0.1
2014,-0.15
2014.2,-0.05
2014.4,-0.3
2014.6,57.8
2014.8,164
2015,161.048
2015.2,152.852
2015.4,141.7
2015.6,131.002
2015.8,150.9
2016,183.1
2016.2,174.5
2016.4,147.7
2016.6,151.652
2016.8,135.1
2017,143.352
2017.2,172.8
2017.4,152.8
2017.6,167.652
2017.8,153.9
2018,152.3
2018.2,135.1
2018.4,169.752
2018.6,85.45
2018.8,30.1
2019,15.1
2019.2,6.9
2019.4,3.85
2019.6,2.05
2019.8,1.4
2020,0.65
2020.2,0.35
2020.4,6.9
2020.6,27.2
2020.8,4.6
2021,1.55
2021.2,0.45
2021.4,0.05
2021.6,-0.15
2021.8,-0.4
2022,-0.2
